x_rel,y_rel,tpore,frame,parea_mean,thick_mean,mcurv_mean,dipln_mean,charg_mean,P2i_mean_mean,P2_cosTAmean_mean,PC,PE,SM,GM,GM1,GM3,GMS,CE,LPC,CHOL,DAG,PS,PI,PA,PIP,FS,MU,PU1,PU2,PU
0.20397267543188,0.385281720260217,1.4,1,57.482780803049,38.1862576263623,-6.51319283505388e-05,0.0833008740263156,-0.102884635347575,0.246195674036794,-0.362919184428669,0.757021678422563,0.259658686732663,0.286665205295964,0,0,0,0,0.00469694554032431,0.0347438053812675,0.453428978962646,0.00279208372755771,0.161246395817775,0.0385520564297053,0,0.00119416368953369,0.155828637797054,0.482872165449829,0.704453158224725,0.203417059565745,0.907870217790471
0.591139678956833,0.939432787098968,3.1,1,62.0277631375915,37.4023667611839,-0.00614569641433856,0.0357298886670113,-0.136606871574722,0.199540340623719,-0.329974591763633,0.461878450320261,0.388729160060973,0.30135576218344,0.0141136979288938,0.00444234433988616,0.00967135358900766,0,0.000651351896081414,0.030123337635074,0.576907577692946,0,0.0592922144422147,0.154362029853097,0.00853182499677982,0.00405459299023974,0.180851576962753,0.375915132549182,0.693786972024298,0.172538740770821,0.866325712795118
0.504029183610769,0.304985811739,5.5,1,55.4423085485556,37.1032008768619,0.00109828603823627,0.028544013423224,-0.146251560724492,0.276481889498539,-0.32551568678062,0.467494771997455,0.268988369327138,0.312414497509142,0.00441315915495259,0,0.00441315915495259,0,0.0136473215722838,0.0105444984499018,0.63340091948019,0.0345339676068086,0.178390330083965,0.0426446974262621,0.0335274673919016,0,0.258826958390687,0.503669576158705,0.554926272330874,0.0491762736395448,0.604102545970419
0.811393374091151,0.416921496568576,3.4,1,60.6269287455795,38.0347602186435,-0.00408021989284773,0.0845546167006193,-0.17975909561378,0.265411782957573,-0.340376402214228,0.583184175737657,0.361582302798858,0.243720386656443,0.0464466430893134,0.0222957306865399,0.0241509124027735,0,0.000952194938572005,0.0145500790683439,0.506855698577788,0.00515089780520367,0.146930037184847,0.0158162594683913,0.0741087225387405,0.000702602135842773,0.181478686263494,0.430446803173005,0.749593536126343,0.13162527585937,0.881218811985713
0.722692114850873,0.539610112421985,4.1,1,60.2158832897194,38.7515238489497,-0.00196884529240127,0.112926208899813,-0.101922911177307,0.23383707561683,-0.333129318745108,0.735533699478558,0.295690926313328,0.218867652440179,0.0180551073625161,0,0.0180551073625161,0,0.0366216919964194,0.0067518040785458,0.558224369835107,0.00285938249881159,0.0662618643879715,0.0410589482797824,0.00957652904917772,0.0104980242796035,0.147085987320581,0.496612907027959,0.696107545765369,0.101969190050985,0.798076735816354
0.874948758787969,0.3110928920135,1.3,1,58.9582878803972,37.3435191200176,-0.000999513447327394,0.0948420601776767,-0.149340162951825,0.238815175712828,-0.321401106530111,0.676727237496984,0.304493433451348,0.222912416221935,0.00679721245529261,0.00504441624734983,0.00175279620794279,0,0,0.0338281503988393,0.554133718092093,0.00231538224309194,0.11306831980992,0.0580762305276121,0.0117121649384632,0.0159357343644207,0.128948155629808,0.460885532260941,0.722459493442812,0.133573100574345,0.856032594017157
0.184516716728965,0.38845624574519,1.5,1,56.2647186768973,38.0810192537919,-0.00137776801798861,0.0777232770375078,-0.101056511512542,0.253588188674045,-0.354055899806844,0.761065265351379,0.228740679556487,0.268616151494561,0,0,0,0,0.00893456002644135,0.0347193474148231,0.498307131110085,0.000854063269678547,0.157939217167463,0.0399860292969469,0,0.000837555312134757,0.15426737078745,0.470657709564637,0.691329813550813,0.185437974987016,0.876767788537828
0.0834271353817048,0.760470426364002,4.3,1,58.932347084339,37.7317510176357,-0.00142289533235585,0.0793445804571447,-0.138492383788132,0.240665718168147,-0.314393339461678,0.542475703221107,0.334057211467891,0.202800626430973,0.0359666407313488,0.0313673860379751,0.00459925469337369,0,0,0.0207751515373078,0.635971174877734,0.0154670200684364,0.143828394085866,0.0519362268859962,0.00962823035316725,0.00709362034017304,0.0761738112114554,0.533403552277546,0.661302851144474,0.0931486104887911,0.754451461633265
0.0451674243502101,0.9549684005473,2.3,1,59.6473538763807,38.4774134823888,-0.000203486356876825,0.0825705060264072,-0.187809016445336,0.274326236746816,-0.360063090161908,0.541529382810789,0.397121644178866,0.243065148025987,0.101534860635007,0.0645977587408576,0.0369371018941498,0,0,0,0.474186411412053,0.0306205547358175,0.153441452032103,0.0278982156524631,0.0146436212392785,0.0159587092776351,0.151787068856563,0.610510062477096,0.645877806825293,0.117638650428994,0.763516457254287
0.446626523831863,0.427347681076531,4.4,1,54.5230432775105,38.3927261623487,-0.00743708970068143,0.0618065476596826,-0.164191246089232,0.251966799382023,-0.315400132692048,0.405483105863115,0.30478016837623,0.328886030736241,0.0186463741070867,0,0.0186463741070867,0,0.00116356313868558,0.0126663895504224,0.646145875232147,0.0037722009786896,0.215893240855121,0.031283225108267,0.031279826053995,0,0.166052830993201,0.443493387927019,0.621638739738856,0.122669166108777,0.744307905847633
